"","Category","Diff_Level","correct_gpt35","correct_gpt4","gpt.3.5.turbo_calc_time_s","gpt.3.5.turbo_calc_time_micro_s","question_length","X0","X1"
"1032","Sleep","Advanced
(3rd quartile)",FALSE,TRUE,10,337979,75,-77.2747,-16.390633
"1033","Sleep","Advanced
(3rd quartile)",FALSE,FALSE,12,68993,398,-56.153587,-33.060715
"1034","Sleep","Intermediate
(2nd quartile)",TRUE,TRUE,8,315033,373,-43.08114,-34.039654
"1035","Sleep","Difficult
(4th quartile)",FALSE,TRUE,11,621016,422,-17.414404,1.5953642
"1036","Sleep","Advanced
(3rd quartile)",FALSE,TRUE,26,651953,180,-65.64659,-7.050469
"1037","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,21,532403,745,46.37861,-52.895058
"1038","Sleep","Intermediate
(2nd quartile)",TRUE,TRUE,8,154999,93,-80.11901,-15.031242
"1039","Sleep","Intermediate
(2nd quartile)",FALSE,TRUE,12,896032,74,-76.99651,26.788845
"1040","Sleep","Easy
(1st quartile)",TRUE,TRUE,17,335972,599,-51.218365,-41.026844
"1041","Sleep","Intermediate
(2nd quartile)",TRUE,TRUE,14,763996,401,-49.82854,-30.05106
"1042","Sleep","Difficult
(4th quartile)",FALSE,TRUE,13,618050,725,-48.67392,-37.95731
"1043","Sleep","Intermediate
(2nd quartile)",TRUE,TRUE,7,835002,320,-21.423075,-5.589399
"1044","Sleep","Advanced
(3rd quartile)",FALSE,TRUE,6,523013,135,-66.01726,-10.614572
"1045","Sleep","Advanced
(3rd quartile)",TRUE,FALSE,21,596003,624,-59.637463,-30.61524
"1046","Sleep","Easy
(1st quartile)",TRUE,TRUE,10,493968,48,-69.43296,47.407246
"1047","Sleep","Intermediate
(2nd quartile)",TRUE,TRUE,8,369000,75,-69.602425,-5.4560966
"1048","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,17,967578,432,-50.411438,-31.673485
"1049","Sleep","Easy
(1st quartile)",TRUE,TRUE,14,119000,238,-49.55414,-30.53398
"1050","Sleep","Advanced
(3rd quartile)",TRUE,TRUE,15,516036,105,-80.160095,-8.535294
"1051","Sleep","Easy
(1st quartile)",TRUE,TRUE,4,278012,56,-73.32376,38.09878
"1052","Sleep","Easy
(1st quartile)",TRUE,TRUE,12,6984,76,-70.357544,-8.421363
"1053","Sleep","Easy
(1st quartile)",TRUE,TRUE,11,159972,91,-64.94839,-17.136171
"1054","Sleep","Intermediate
(2nd quartile)",TRUE,TRUE,8,902033,75,-71.06117,-19.915571
"1055","Sleep","Easy
(1st quartile)",FALSE,TRUE,15,51011,1329,75.831665,27.069427
"1056","Trauma","Easy
(1st quartile)",TRUE,TRUE,10,342984,989,7.628761,41.796185
"1057","Trauma","Advanced
(3rd quartile)",TRUE,TRUE,5,908010,73,-32.761078,7.7701783
"1058","Trauma","Difficult
(4th quartile)",TRUE,TRUE,13,196764,386,66.24835,14.038832
"1059","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,129218,525,-48.120342,-25.37285
"1060","Trauma","Intermediate
(2nd quartile)",TRUE,TRUE,11,46031,684,24.28155,-36.97478
"1061","Trauma","Difficult
(4th quartile)",FALSE,TRUE,12,750001,316,37.124115,-6.213867
"1062","Trauma","Difficult
(4th quartile)",FALSE,TRUE,40,440967,77,-51.35377,-3.6923232
"1063","Trauma","Intermediate
(2nd quartile)",TRUE,TRUE,15,188001,295,64.58989,-33.958057
"1064","Trauma","Intermediate
(2nd quartile)",TRUE,TRUE,6,665001,71,-50.51269,-3.5976505
"1065","Trauma","Intermediate
(2nd quartile)",TRUE,TRUE,11,346001,311,25.663834,-32.614983
"1066","Trauma","Intermediate
(2nd quartile)",FALSE,TRUE,8,845996,476,28.734806,-18.762941
"1067","Trauma","Easy
(1st quartile)",TRUE,TRUE,14,901066,242,19.825006,-44.08569
"1068","Trauma","Intermediate
(2nd quartile)",FALSE,TRUE,10,537572,904,-12.071457,-40.682102
"1069","Trauma","Easy
(1st quartile)",TRUE,TRUE,17,818001,154,16.589012,-38.969696
"1070","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,20,14103,356,-16.062193,-36.150307
"1071","Trauma","Difficult
(4th quartile)",TRUE,TRUE,6,690005,83,-25.714052,33.960163
"1072","Trauma","Difficult
(4th quartile)",FALSE,FALSE,11,110067,91,-26.183443,34.731136
"1073","Trauma","Easy
(1st quartile)",TRUE,TRUE,8,357945,150,19.719463,-45.042686
"1074","Trauma","Intermediate
(2nd quartile)",TRUE,TRUE,7,32002,184,25.087826,-31.181229
"1075","Trauma","Advanced
(3rd quartile)",FALSE,TRUE,7,406029,61,-25.31227,33.33522
"1076","Trauma","Easy
(1st quartile)",TRUE,TRUE,9,309034,427,71.05718,-16.318344
"1077","Trauma","Difficult
(4th quartile)",TRUE,TRUE,8,339952,245,1.3345132,-9.8543215
"1078","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,184049,96,-31.304321,2.730441
"1079","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,756695,52,24.950445,-17.12711
"1080","Basic Neuroscience","Difficult
(4th quartile)",FALSE,TRUE,11,478968,846,16.162422,27.677109
"1081","Basic Neuroscience","Intermediate
(2nd quartile)",FALSE,TRUE,15,934986,235,78.90946,-5.9610343
"1082","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,691482,380,-16.642443,-23.476965
"1083","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,954383,66,-42.794155,-0.92733604
"1084","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,352465,117,-65.305016,6.8131166
"1085","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,8,346833,339,-61.23566,-34.21642
"1086","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,42,520996,346,-19.279867,-7.064619
"1087","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,40,513280,640,45.40485,-58.752964
"1088","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,674566,153,31.243847,24.682976
"1089","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,15,256541,89,-21.454926,26.356277
"1090","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,12,182553,463,-14.896267,-41.18237
"1091","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,16,98584,353,-5.904065,-23.939636
"1092","Basic Neuroscience","Advanced
(3rd quartile)",FALSE,TRUE,12,514647,259,29.448078,-35.32566
"1093","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,13,9873,907,-9.004087,-29.299967
"1094","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,383139,262,-3.370283,-59.31992
"1095","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,37,892142,455,-1.2903075,-0.34256643
"1096","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,16,392155,98,-70.78807,11.356094
"1097","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,50,499590,795,-8.496478,-12.043652
"1098","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,18,169013,431,-10.560272,-14.095366
"1099","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,377623,247,31.21336,-14.790044
"1100","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,6,607000,105,-53.32706,6.049002
"1101","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,674982,673,-8.831933,-7.9517345
"1102","Basic Neuroscience","Intermediate
(2nd quartile)",TRUE,TRUE,7,705234,613,46.19037,-21.597977
"1103","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,13,150067,798,-13.493171,-23.961584
"1104","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,40,941354,418,-52.844913,-32.561188
"1105","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,15,380659,415,-17.96899,-31.641253
"1106","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,10,69000,48,-52.60643,-54.545956
"1107","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,5,10001,278,-21.271673,-14.195373
"1108","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,9,965038,85,-72.35082,-14.983574
"1109","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,16,632042,70,-73.417,13.4395895
"1110","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,11,60063,645,-5.9759297,-38.234276
"1111","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,12,965198,70,-70.17315,12.442291
"1112","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,887727,567,-31.712242,-28.144632
"1113","Basic Neuroscience","Intermediate
(2nd quartile)",TRUE,TRUE,11,875259,613,46.190838,-21.596394
"1114","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,14,582299,649,-9.80727,-7.779695
"1115","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,931954,558,-17.45548,-27.90799
"1116","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,12,340795,400,-31.3338,-42.34074
"1117","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,6,630083,57,-6.8365507,48.79463
"1118","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,15,909998,235,-6.5279903,-48.49333
"1119","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,323044,80,-18.280483,26.765087
"1120","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,9,566129,602,-9.451389,-17.341017
"1121","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,100149,69,-31.3332,4.019629
"1122","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,12,87872,279,31.166018,24.790379
"1123","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,668096,416,-6.2769794,-16.443398
"1124","Basic Neuroscience","Difficult
(4th quartile)",TRUE,TRUE,13,580469,60,-60.010937,36.29216
"1125","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,827034,178,-42.143215,-52.69357
"1126","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,560753,491,-11.224572,-15.370899
"1127","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,360597,1272,-51.17768,-34.044376
"1128","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,24,602205,763,38.487293,-48.643673
"1129","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,609639,98,-77.5823,52.772804
"1130","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,458677,86,-60.645134,39.955715
"1131","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,799512,69,-22.086565,16.757095
"1132","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,19,266572,913,-9.003388,-29.347755
"1133","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,380359,382,27.414343,-4.6128016
"1134","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,199066,101,-48.403534,10.36376
"1135","Basic Neuroscience","Intermediate
(2nd quartile)",TRUE,TRUE,13,711095,304,24.938118,-6.819875
"1136","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,173798,457,-6.283049,-16.468767
"1137","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,17,379291,110,-52.99348,13.402885
"1138","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,4,987020,120,-79.69269,-11.028228
"1139","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,230047,1083,-13.830686,-27.665922
"1140","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,272999,69,-37.345196,9.897668
"1141","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,853489,443,56.617825,9.449005
"1142","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,545046,80,-24.11181,-29.79499
"1143","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,22,255000,708,5.283837,-39.20977
"1144","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,6,824896,50,-51.2266,21.019293
"1145","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,34,476260,87,-60.75832,39.725338
"1146","Basic Neuroscience","Intermediate
(2nd quartile)",TRUE,TRUE,6,584413,41,-40.46165,70.748795
"1147","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,398134,547,-10.494888,4.5040507
"1148","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,717645,113,-32.836647,14.225879
"1149","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,218522,64,-4.8128505,52.772816
"1150","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,6,434002,470,-6.721232,-4.350491
"1151","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,4,184080,86,-40.155514,9.05293
"1152","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,70218,72,-74.99451,46.09911
"1153","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,15,622184,671,8.109296,-39.495132
"1154","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,9,404168,622,-10.040313,-20.246607
"1155","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,FALSE,11,986005,80,-18.79933,16.533525
"1156","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,163992,109,-59.873924,-1.3373735
"1157","Basic Neuroscience","Difficult
(4th quartile)",TRUE,TRUE,7,691927,48,-52.519215,-54.30354
"1158","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,5,428002,72,-27.985012,5.1411133
"1159","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,4,577048,177,46.52404,33.162888
"1160","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,71259,525,-14.811766,-26.905382
"1161","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,113241,162,51.545612,-37.97851
"1162","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,573112,345,36.1968,10.919363
"1163","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,183045,337,-7.8145795,-51.132683
"1164","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,19,480440,309,-26.405218,-35.996292
"1165","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,6,376950,127,6.865405,-54.91839
"1166","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,191333,72,-21.40263,25.8451
"1167","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,41,769593,695,-9.452814,-2.36661
"1168","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,10,980943,83,-51.1303,42.576584
"1169","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,13,163029,284,11.359143,45.625153
"1170","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,281405,402,-13.181777,-13.989025
"1171","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,14,566952,821,-33.252396,-46.31123
"1172","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,992005,97,-28.195936,5.3646073
"1173","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,4,396995,611,1.8377459,-14.6189
"1174","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,13,160037,67,-53.393356,10.314057
"1175","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,705014,709,5.1958127,-25.655159
"1176","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,FALSE,10,661011,881,62.277126,1.0269325
"1177","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,919051,476,0.14932358,-13.5593815
"1178","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,361015,159,-60.804173,-1.5624164
"1179","Basic Neuroscience","Advanced
(3rd quartile)",FALSE,TRUE,9,996605,348,62.526566,35.535522
"1180","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,11,846008,271,3.548234,62.722843
"1181","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,447131,201,-42.113804,-1.7315376
"1182","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,11,416033,365,41.743908,-25.735754
"1183","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,927008,203,15.477927,40.41127
"1184","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,67019,98,-77.45431,52.479546
"1185","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,902003,710,62.01601,6.7049637
"1186","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,11,553949,674,-46.804764,-30.684898
"1187","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,8,572001,309,31.419306,-16.420866
"1188","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,11,79121,86,-51.778362,1.7714216
"1189","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,4,758249,140,-6.455811,-14.976568
"1190","Basic Neuroscience","Difficult
(4th quartile)",FALSE,TRUE,5,380775,241,-48.005337,55.14445
"1191","Basic Neuroscience","Intermediate
(2nd quartile)",FALSE,TRUE,19,124371,790,37.394863,-50.15737
"1192","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,7,239070,59,-24.670258,11.749153
"1193","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,10,76042,198,42.56213,-18.93053
"1194","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,5,509037,119,-61.420017,5.593155
"1195","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,7,516972,208,-30.280458,-21.945465
"1196","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,8,637637,92,-25.853357,-31.17599
"1197","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,517973,257,-40.99274,-16.197327
"1198","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,19,780216,701,-10.551392,-16.142792
"1199","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,35,247042,95,-53.75807,5.311772
"1200","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,4,708164,880,-13.6112385,-24.822495
"1201","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,5,540056,126,-79.06779,-18.102547
"1202","Basic Neuroscience","Intermediate
(2nd quartile)",FALSE,TRUE,12,934159,790,37.394505,-50.157196
"1203","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,6,968011,69,-37.9244,49.214607
"1204","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,4,974996,76,-81.00758,-12.409866
"1205","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,8,986004,248,-44.99836,-21.897316
"1206","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,10,82002,534,68.32871,-16.70094
"1207","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,4,707026,135,-40.96443,-2.7960536
"1208","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,6,975008,82,-41.40193,-11.468903
"1209","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,11,667069,126,-45.356506,-13.844226
"1210","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,TRUE,15,935074,72,-44.904305,-15.121263
"1211","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,23,151934,148,-46.70685,-6.9736285
"1212","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,6,433965,69,-62.13736,5.8414316
"1213","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,17,315838,453,43.632698,-18.57736
"1214","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,FALSE,10,160886,535,-9.264768,-39.02404
"1215","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,9,111000,34,-62.166943,13.499628
"1216","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,7,318659,65,-56.156338,-4.9895453
"1217","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,TRUE,12,826593,123,-58.370663,5.37766
"1218","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,11,520037,77,-13.289879,46.273792
"1219","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,27,119787,82,-51.282738,11.534356
"1220","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,8,769998,305,-40.99325,-16.348251
"1221","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,FALSE,8,28995,111,14.141449,-68.75769
"1222","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,8,931030,375,79.35171,20.367342
"1223","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,13,483451,74,-62.907757,7.4871926
"1224","Basic Neuroscience","Difficult
(4th quartile)",TRUE,TRUE,11,830869,69,-56.161434,29.28753
"1225","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,6,701011,56,-42.493473,-12.569896
"1226","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,19,827057,101,-69.349266,15.741466
"1227","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,13,79486,75,-7.830879,48.551254
"1228","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,7,346648,47,-26.671236,18.24839
"1229","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,7,417139,148,-21.952671,-40.00982
"1230","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,8,848999,345,-36.495487,-40.469482
"1231","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,7,501761,97,-25.744978,-31.330889
"1232","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,36,626098,117,-56.287632,-3.5705056
"1233","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,5,229579,111,-44.955036,11.495819
"1234","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,5,250063,183,37.787956,-13.468001
"1235","Basic Neuroscience","Difficult
(4th quartile)",FALSE,TRUE,9,76657,165,-59.01008,46.81804
"1236","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,FALSE,38,324760,127,-54.223347,3.7267315
"1237","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,9,125100,113,-70.55139,-29.697073
"1238","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,14,547553,91,-50.177677,11.936457
"1239","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,9,679966,118,-26.779915,-20.805655
"1240","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,14,548035,134,-21.246143,-39.96166
"1241","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,7,151966,71,-41.940315,0.83580256
"1242","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,9,869136,60,-71.42605,-30.28298
"1243","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,13,548968,97,-70.69005,21.212027
"1244","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,14,581337,95,-56.855896,-3.8594654
"1245","Basic Neuroscience","Difficult
(4th quartile)",FALSE,TRUE,23,154848,165,-59.01272,46.81823
"1246","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,7,497949,111,-6.570365,50.165115
"1247","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,FALSE,8,330516,354,-31.07331,-27.178846
"1248","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,FALSE,4,577997,77,-73.633064,45.990093
"1249","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,FALSE,6,132071,70,-66.96062,-22.454412
"1250","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,6,521547,65,-65.547745,-33.488747
"1251","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,4,444970,90,-35.07189,21.573776
"1252","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,TRUE,12,612514,86,-70.956375,19.211138
"1253","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,23,697075,1287,67.87995,2.5654252
"1254","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,9,617107,86,-56.58013,15.199641
"1255","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,7,153144,556,-30.1548,-42.947456
"1256","Basic Neuroscience","Difficult
(4th quartile)",FALSE,FALSE,8,19000,1100,45.92405,-29.476725
"1257","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,16,436016,427,32.59309,-16.744688
"1258","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,6,329034,181,-61.96791,-35.329926
"1259","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,13,350050,69,-40.189457,16.360582
"1260","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,9,241893,936,-38.306957,-33.1709
"1261","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,TRUE,10,154017,63,-47.718967,15.636938
"1262","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,6,809037,121,-33.248856,-10.878141
"1263","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,7,558005,105,-74.00259,28.519087
"1264","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,5,220992,244,19.670341,37.685757
"1265","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",TRUE,TRUE,12,429049,564,-7.968553,-20.432692
